ID_ESTABLECIMIENTO,Nombre del Establecimiento,Cadena Hotelera,Titular - Propiedad,CIF,País,Comunidad Autónoma,Isla,Municipio,Dirección Completa,Habitaciones,Plazas,Responsable Local,Cargo Local,Email Local,Responsable Corp,Cargo Corp,Email Corp,Edificio Prioritario,Servicio A01,Servicio A02,Servicio A03,Fecha Apertura,Fecha Cierre,STATUS
HS-001,100 Montaditos Carlos V Ibiza,Quimicral,,,Spain,Balearic Islands,Ibiza,Eivissa,"C/ de Carles V, s/n, 07800 Eivissa, Illes Balears, España",250,250,,,,,,,NO,SI,SI,SI,,,Activo
HS-002,100 Montaditos FAN Mallorca,Quimicral,,,Spain,Balearic Islands,Mallorca,Palma,"Carrer del Cardenal Rossell, 60, 49, Playa de Palma, 07007 Palma, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-003,100 Montaditos Marratxi,Quimicral,,,Spain,Balearic Islands,Mallorca,Marratxinet,"Carrer Gerrers, 52, 07141 Marratxinet, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-004,100 Montaditos Plaza Lorca,Quimicral,,,Spain,Balearic Islands,Mallorca,Palma,"Pl. d'Espanya, 1, Centre, 07002 Palma, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-005,45 Times Barcelona Hotel,Palladium,,,Spain,Catalonia,,Barcelona,"Pl. de Catalunya, 10, L'Eixample, 08002 Barcelona",65,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-006,Abora Buenaventura,Lopesan Hotels,,,Spain,Canary Islands,Gran Canaria,San Bartolomé de Tirajana,"Calle Gánigo, 6, 35100 San Bartolomé de Tirajana, Las Palmas",724,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-007,Abora Catarina,Lopesan Hotels,,,Spain,Canary Islands,Gran Canaria,Maspalomas,"Av. de Tirajana, 1, 35100 Maspalomas, Las Palmas",404,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-008,Abora Continental,Lopesan Hotels,,,Spain,Canary Islands,Gran Canaria,Maspalomas,"Av. de Italia, 2, 35100 Maspalomas, Las Palmas",369,0,,,,,,,NO,SI,SI,SI,,,Activo
HS-009,Abora Interclub,Lopesan Hotels,,,Spain,Canary Islands,Gran Canaria,San Bartolomé de Tirajana,"C. los Jazmines, 2, 35100 San Bartolomé de Tirajana, Las Palmas",408,0,,,,,,,NO,SI,SI,SI,,,Activo
HS-010,AC Baqueira Ski Resort,AC Hoteles - Grupo Belagua,,,Spain,Cataluña,,Baqueira,"Avenida Perimetral S/N Urb Val De Ruda, 25598 Baqueira, Lleida",141,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-011,AC Hotel A Coruña,AC Hoteles - Grupo Belagua,,,Spain,Galicia,,A Coruña,"R. Enrique Mariñas Romero, 34, 15009 A Coruña",116,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-012,AC Hotel Aitana,AC Hoteles - Grupo Belagua,,,Spain,Madrid,,Madrid,"P.º de la Castellana, 152, Chamartín, 28046 Madrid",111,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-013,AC Hotel Alcala de Henares,AC Hoteles - Grupo Belagua,,,Spain,Madrid,,Alcalá de Henares,"C/ de Octavio Paz, 25, 28805 Alcalá de Henares, Madrid",99,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-014,AC Hotel Algeciras,AC Hoteles - Grupo Belagua,,,Spain,Andalucía,,Algeciras,"Ctra. Del Rinconcillo Esq, Calle Hermanos Portilla, 11204 Algeciras, Cádiz",108,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-015,AC Hotel Badajoz,AC Hoteles - Grupo Belagua,,,Spain,Extremadura,,Badajoz,"Av. de Elvas, S/N, 06006 Badajoz",85,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-016,AC Hotel Burgos,AC Hoteles - Grupo Belagua,,,Spain,Castilla y León ,,Burgos,"P.º de la Audiencia, 7, 09003 Burgos",59,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-017,AC Hotel by Marriott Alicante,AC Hoteles - Grupo Belagua,,,Spain,Comunidad Valenciana,,Alacant,"Avinguda d'Elx, 3, 03008 Alacant, Alicante",93,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-018,AC Hotel by Marriott Ciudad de Sevilla,AC Hoteles - Grupo Belagua,,,Spain,Andalucía,,Sevilla,"Av. Manuel Siurot, 25, 41013 Sevilla",94,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-019,AC Hotel by Marriott Irla,AC Hoteles - Grupo Belagua,,,Spain,Catalonia,,Barcelona,"Carrer de Calvet, 40-42, Sarrià-Sant Gervasi, 08021 Barcelona",36,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-020,AC Hotel by Marriott Palacio de Santa Ana,AC Hoteles - Grupo Belagua,,,Spain,Castilla y León,,Valladolid,"Cam. de la Flecha, S/N, 47197 Valladolid",83,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-021,AC Hotel Cartagena ,AC Hoteles - Grupo Belagua,,,Spain,Murcia ,,Cartagena,"Calle Real, Pl. Héroes de Cavite, 2, 30201 Cartagena, Murcia",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-022,AC Hotel Ciudad de Toledo,AC Hoteles - Grupo Belagua,,,Spain,Madrid,,Toledo,"Ctra. Circunvalación, 15, 45005 Toledo",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-023,AC Hotel Ciudad de Tudela,AC Hoteles - Grupo Belagua,,,Spain,Navarra,,Tudela,"C. Misericordia, S/N, 31500 Tudela, Navarra",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-024,AC Hotel Ciutat de Palma,AC Hoteles - Grupo Belagua,,,Spain,Balearic Islands,Mallorca,Palma,"Plaça del Pont, 3, Ponent, 07014 Palma, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-025,AC Hotel Córdoba,AC Hoteles - Grupo Belagua,,,Spain,Andalucía,,Córdoba,"Av. de la Libertad, 24, Noroeste, 14006 Córdoba",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-026,AC Hotel Coslada Aeropuerto,AC Hoteles - Grupo Belagua,,,Spain,Madrid,,Madrid,"Cam. de las Rejas, San Blas-Canillejas, 28022 Madrid",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-027,AC Hotel Cuzco,AC Hoteles - Grupo Belagua,,,Spain,Madrid,,Madrid,"P.º de la Castellana, 152, Chamartín, 28046 Madrid",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-028,AC Hotel Diagonal L'Illa,AC Hoteles - Grupo Belagua,,,Spain,Catalonia,,Barcelona,"Av. Diagonal, 555, Les Corts, 08029 Barcelona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-029,AC Hotel Elda,AC Hoteles - Grupo Belagua,,,Spain,Comunidad Valenciana,,Elda,"Plaza De La Ficia, Av. Chapí, 38, 03600 Elda, Alicante",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-030,AC Hotel Gavá Mar,AC Hoteles - Grupo Belagua,,,Spain,Catalonia,,Gavà,"Carrer dels Tellinaires, 33 - 35, 08850 Gavà, Barcelona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-031,AC Hotel Gijon,AC Hoteles - Grupo Belagua,,,Spain,Asturias,,Gijón,"Av. de Oviedo, 15, Gijon-Sur, 33211 Gijón, Asturias",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-032,AC Hotel Gran Canaria,AC Hoteles - Grupo Belagua,,,Spain,Canary Islands,Gran Canaria,Las Palmas de Gran Canaria,"C. Eduardo Benot, 3-5, 35007 Las Palmas de Gran Canaria, Las Palmas",668,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-033,AC Hotel Guadalajara,AC Hoteles - Grupo Belagua,,,Spain,Madrid,,Guadalajara,"Av. del Ejército, 6, 19004 Guadalajara",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-034,AC Hotel Huelva,AC Hoteles - Grupo Belagua,,,Spain,Andalucía,,Huelva,"Av. de Andalucía, S/N, 21005 Huelva",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-035,AC Hotel Iberia Las Palmas,AC Hoteles - Grupo Belagua,,,Spain,Canary Islands,Gran Canaria,Las Palmas de Gran Canaria,"Avenida Alcalde J, Av. Alcalde José Ramirez Bethencourt, 8, 35003 Las Palmas de Gran Canaria, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-036,AC Hotel La Finca,AC Hoteles - Grupo Belagua,,,Spain,Madrid,,Pozuelo de Alarcón,"P° Del Club Deportivo, Parque Empresarial La Finca, 1, Ed. 17, 28223 Pozuelo de Alarcón, Madrid",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-037,AC Hotel La Línea,AC Hoteles - Grupo Belagua,,,Spain,Andalucía,,La Línea de la Concepción,"C. los Caireles, 2, 11300 La Línea de la Concepción, Cádiz",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-038,AC Hotel La Rioja,AC Hoteles - Grupo Belagua,,,Spain,La Rioja ,,Logroño,"C. Madre de Dios, 21, 26004 Logroño, La Rioja",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-039,AC Hotel León San Antonio,AC Hoteles - Grupo Belagua,,,Spain,Castilla y León ,,León,"C. Velázquez, 10, 24005 León",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-040,AC Hotel Los Vascos,AC Hoteles - Grupo Belagua,,,Spain,Madrid,,Madrid,"Los Vascos, 27, Moncloa - Aravaca, 28040 Madrid",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-041,AC Hotel Madrid Feria,AC Hoteles - Grupo Belagua,,,Spain,Madrid,,Madrid,"C. Vía de los Poblados, 3, Hortaleza, 28033 Madrid",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-042,AC Hotel Málaga Palacio,AC Hoteles - Grupo Belagua,,,Spain,Andalucía,,Málaga,"Calle Cortina del Muelle, 1, Distrito Centro, 29015 Málaga",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-043,AC Hotel Murcia,AC Hoteles - Grupo Belagua,,,Spain,Murcia ,,Murcia,"Corner With, Avenida Juan Carlos I, C. Fernando Alonso Navarro, 39, 30009 Murcia",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-044,AC Hotel Oviedo Forum,AC Hoteles - Grupo Belagua,,,Spain,Asturias,,Oviedo,"Plaza De Los Ferroviarios, 1, 33003 Oviedo, Asturias",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-045,AC Hotel Palacio Universal,AC Hoteles - Grupo Belagua,,,Spain,Galicia,,Vigo,"Rúa Cánovas del Castillo, 28, 36202 Vigo, Pontevedra",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-046,AC Hotel Palencia,AC Hoteles - Grupo Belagua,,,Spain,Castilla y León ,,Palencia,"Av. de Cuba, 25, 34004 Palencia",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-047,AC Hotel Ponferrada,AC Hoteles - Grupo Belagua,,,Spain,Castilla y León ,,Ponferrada,"Av. Astorga, 2, 24400 Ponferrada, León",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-048,AC Hotel Recoletos,AC Hoteles - Grupo Belagua,,,Spain,Madrid,,Madrid,"C. de Recoletos, 18, Salamanca, 28001 Madrid",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-049,AC Hotel San Sebastian de Los Reyes,AC Hoteles - Grupo Belagua,,,Spain,Madrid,,San Sebastián de los Reyes,"Av. del Cerro del Águila, 15-17, 28703 San Sebastián de los Reyes, Madrid",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-050,AC Hotel Sant Cugat,AC Hoteles - Grupo Belagua,,,Spain,Catalonia,,,"Plaça de Xavier Cugat, 08174, Barcelona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-051,AC Hotel Sants,AC Hoteles - Grupo Belagua,,,Spain,Catalonia,,Barcelona,"Pg. Sant Antoni, 36-40, Sants-Montjuïc, 08014 Barcelona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-052,AC Hotel Sevilla Forum,AC Hoteles - Grupo Belagua,,,Spain,Andalucía,,Sevilla,"C. Luis Fuentes Bejarano, 45, 41020 Sevilla",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-053,AC Hotel Tarragona,AC Hoteles - Grupo Belagua,,,Spain,Cataluña,,Tarragona,"Av. de Roma, 8, 43005 Tarragona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-054,AC Hotel Tenerife,AC Hoteles - Grupo Belagua,,,Spain,Canary Islands,Tenerife,Santa Cruz de Tenerife,"C. Candelaria, 31, 38003 Santa Cruz de Tenerife",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-055,AC Hotel Valencia,AC Hoteles - Grupo Belagua,,,Spain,Valencia,,València,"Av. de França, 67, Camins al Grau, 46023 València, Valencia",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-056,AC Hotel Zamora,AC Hoteles - Grupo Belagua,,,Spain,Castilla y León ,,Zamora,"Av. del Príncipe de Asturias, 43, 49029 Zamora",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-057,Acta Madfor Madrid,Acta Hotels,,,Spain,Madrid,,Madrid,"P.º de la Florida, 13",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-058,Aethos Mallorca,Aethos Mallorca,,,Spain,Balearic Islands,Mallorca,Peguera,"Carrer Mareselva, 2, 07160 Peguera, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-059,Africa Mar Apth,Africa Mar,,,Spain,Balearic Islands,,Can Picafort,"Ctra. Artà-Alcúdia, 43, 07458 Can Picafort, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-060,Agroturismo Sa Talaia,Palladium,,,Spain,Balearic Islands,Ibiza,"Ses Paisses, Ibiza",Es Puig 8,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-061,Aguas de Ibiza Hotel,Aguas de Ibiza,,,Spain,Balearic Islands,Ibiza,"Santa Eulària des Riu, Illes Balears","Carrer Salvador Camacho, 14, ",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-062,Aire Catering,Aire Catering,,,Spain,Balearic Islands,Mallorca,Palma,"Local 17, Canal Sant Jordi, Carrer Son Oms, 29, 07610 Palma, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-063,Ajuntament de Sant Llorenç,Ajuntament de Sant Llorenç des Cardassar,,,Spain,Balearic Islands,Mallorca,Sant Llorenç des Cardassar,"07530 Sant Llorenç des Cardassar, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-064,Akquaaa Boutique Hotel,Grums y Akquaaa,,,Spain,Catalonia,,Calafell,"Av. Sant Joan de Déu, 119, 43820 Calafell, Tarragona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-065,Allegro Granada,Pierre et Vacances,,,Spain,Andalucía,,Granada,"Dirección: Av. de Pulianas, 10, Beiro, 18012 Granada",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-066,Allsun Albatros,Allsun Hotels,,,Spain,Canary Islands,Lanzarote,Costa Teguise,"Av. del Jablillo, 7, 35508 Costa Teguise, Las Palmas",0,0,,,,,,,NO,SI,SI,SI,,,Activo
HS-067,Allsun Bahía del Este,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Cala Millor,"Avinguda Llevant, 4, 07560 Cala Millor, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-068,Allsun Barlovento,Allsun Hotels,,,Spain,Canary Islands,Fuerteventura,Costa Calma,"Av. Jahn Reisen, 2, 35627 Costa Calma, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-069,Allsun Bella Paguera,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Peguera," Carrer José Maria Pemán, 15, 07160 Peguera, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-070,Allsun Borneo,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Cala Millor,"Carrer de sa Coma de Bolengues, 41, 07810 Cala Millor, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-071,Allsun Coral,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Port d'Alcúdia,"Carrer de l'Estrella de Mar, s/n, 07410 Port d'Alcúdia, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-072,Allsun Cormorán,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Peguera,"Carrer Putxet, 2, 07160 Peguera, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-073,Allsun Cristóbal Colón,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Palma,"Calle Parcelas, 13, Playa de Palma, 07610 Palma, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-074,Allsun Eden Alcudia,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Alcúdia,"Carretera d'Artà, 135, 07410 Alcúdia, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-075,Allsun Eden Playa,Allsun Hotels,,,Spain,Balearic Islands,,,"Av. Platges de Muro, 07458 Mallorca, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-076,Allsun Espléndido,Allsun Hotels,,,Spain,Canary Islands,Gran Canaria,Maspalomas,"Av Touroperador Sunair, 3, 35100 Maspalomas, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-077,Allsun Esquinzo Beach,Allsun Hotels,,,Spain,Canary Islands,Fuerteventura,Esquinzo,"C. Gran Canaria, 8, 35627 Esquinzo, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-078,Allsun Estrella de Mar,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Port d'Alcúdia,"Carrer de l'Estrella de Mar, s/n, 07410 Port d'Alcúdia, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-079,Allsun Illot Park,Allsun Hotels,,,Spain,Balearic Islands,,Cala Lliteres,"Carrer Monturiol, 45, 07580 Cala Lliteres, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-080,Allsun Kontiki,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Palma,"Carrer de Marbella, 30, Platja de Palma, 07610 Palma, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-081,Allsun Los Hibiscos,Allsun Hotels,,,Spain,Canary Islands,Tenerife,Costa Adeje,"Urbanizacion San Eugenio no name s/n, 38660 Costa Adeje, Santa Cruz de Tenerife",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-082,Allsun Lucana,Allsun Hotels,,,Spain,Canary Islands,Gran Canaria,Maspalomas,"Plaza del Sol, 4, 35100 Maspalomas, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-083,Allsun Lux de Mar,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Cala Ratjada,"Avinguda Cala Agulla, 120, 07590 Cala Agulla, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-084,Allsun Marena Beach,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Arenal,"Carrer d'Amílcar, 1, Platja de Palma, 07600 PLAYA DE, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-085,Allsun Orient Beach,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Sant Llorenç des Cardassar,"Avinguda les Palmeres, 4, 07560 Sant Llorenç des Cardassar, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-086,Allsun Orquídea,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Port d'Alcúdia,"Carrer de les Canyes, 5, 07410 Port d'Alcúdia, Illes Balears",0,0,,,,,,,NO,SI,SI,SI,,,Activo
HS-087,Allsun Paguera Park,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Peguera,"Carrer de Palmira, 17, 07160 Peguera, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-088,Allsun Pil.larí,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Palma,"Carrer de Marbella, 24, Platja de Palma, 07610 Palma, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-089,Allsun Riviera Playa,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Palma,"Carrer de Marbella, 26, Platja de Palma, 07610 Palma, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-090,Allsun Sumba,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Cala Millor,"Av. sa Coma, 41, 43, 07560 Cala Millor, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-091,Allsun Vera Beach,Allsun Hotels,,,Spain,Balearic Islands,Mallorca,Peguera,"Carrer de Palmira, 10, 07160 Peguera, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-092,Almond Valley,Almond Valley,,,Spain,Balearic Islands,Mallorca,Pollença,"07460 Pollença, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-093,Altea Beach ,Pierre et Vacances,,,Spain,Valencia,,Altea,"Puerto Deportivo Marina Greenwich, Calle Currica, 31",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-094,Altea Port,Pierre et Vacances,,,Spain,Valencia,,Altea,"Calle Currica, 31 ",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-095,Amagatay Menorca,Annua Hoteles,,,Spain,Balearic Islands,Menorca,"Alaior, Balearic Is Menorca","Finca Torralba Gran, Carretera Alaior a Calan Porter s/n, ",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-096,Amê Gastrobeach Club,Marport,,,Spain,Balearic Islands,Mallorca,Cala Millor,"Parc de la Mar, S/N, 07560 Cala Millor, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-097,Ametlla de Mallorca,Ametlla de Mallorca,,,Spain,Balearic Islands,,,"Carrer des Cos, 44, 07550 Son Servera, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-098,Andana Restaurante,Maca de Castro,,,Spain,Balearic Islands,,,"Pl. d'Espanya, 6, Llevant, 07002 Palma, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-099,Anfi Beach Club,Anfi Grupo,,,Spain,Canary Islands,Gran Canaria,Las Palmas,"Barranco de la Verga, 35129 Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-100,Anfi Emerald Hotel,Anfi Grupo,,,Spain,Canary Islands,Gran Canaria,Mogán,"Av. Canadá, 35138 Mogán, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-101,Anfi Tauro Golf,Lopesan Hotels,,,Spain,Canary Islands,,,"Valle de Tauro, s/n, 35138, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-102,Ansia,Marport,,,Spain,Balearic Islands,Mallorca,"Palma, Illes Balears","Passeig Portitxol, s/n",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-103,Apartamentos Es Trenc,Apartamentos Es Trenc,,,1 España,Baleares- Mallorca,Mallorca,"Colònia de Sant Jordi, Illes Balears","C/ Marina 22, 07638. Colonia de Sant Jordi (Mallorca)",412,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-104,Apartamentos Posidonia,Apartamentos Posidonia,,,Spain,Balearic Islands,Mallorca,Colònia de Sant Jordi,"Carrer Caravel·la, 12, 07638 Colònia de Sant Jordi, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-105,Apartamentos Ros,Pierre et Vacances,,,Spain,Balearic Islands,,,"Carrer des Riu, 37, 07840 Santa Eulària des Riu, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-106,Apartamentos Tivoli,Casus Capital,,,Spain,Canary Islands,,,"Av. de Madrid, 6, Playa del Inglés, Gran Canaria (España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-107,Apartamentos Zahara Sol,Q Hoteles,,,Spain,Andalucía,,Tarifa,"La Tahona, 43, 11393 Tarifa, Cádiz",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-108,Astoria Playa,Astoria Playa,,,Spain,Balearic Islands,Mallorca,Port d'Alcúdia,"Carrer de l'Astoria, 1, 07400 Port d'Alcúdia, Illes Balears",136,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-109,Bahía Calpe,Pierre et Vacances,,,Spain,Valencia,,Alicante,"Av. Valencia, 24, 03710 Calp, Alicante",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-110,Balneario 1 Port d'Alcudia Sa Sipia,Balneario,,,Spain,Balearic Islands,Mallorca,Alcúdia,"Carrer dels Ànecs, 2, 07458 Muro, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-111,Balneario 6,Alcudiamar ,,,Spain,Balearic Islands,Mallorca,Alcúdia,"Playa de Alcudia s/n, 07400 Alcúdia, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-112,Bar Blau Portocolom,Marport,,,Spain,Balearic Islands,Mallorca,Felanitx,"Carretera Faro, s/n, 07670 Portocolom, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-113,Bar Niza,Aethos Mallorca,,,Spain,Balearic Islands,Mallorca,Peguera,"Calle Nica 9, 07160 Peguera, Calvià, Mallorca España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-114,Barcelona Sants,Pierre et Vacances,,,Spain,Catalonia,,Barcelona,"Carrer de Sants, n°387 ",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-115,Barefoot Hotel Mallorca,Arcona Hotels - Barefoot ,,,Spain,Balearic Islands,Mallorca,Portocolom,"Carrer de la Pinta, 34, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-116,Barra de Pintxos Calle Fábrica 1 ,Quimicral,,,Spain,Balearic Islands,Mallorca,Palma,"C. de la Fàbrica, 1, Ponent, 07013 Palma, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-117,Bauló Mar Suites,Apartamentos Bauló Mar,,,Spain,Balearic Islands,,Can Picafort,"Av. Son Bauló, 5, 07458 Can Picafort, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-118,Beewii Beach Paguera,Marport,,,Spain,Balearic Islands,,,"Playa Palmira Beach, Paguera",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-119,Beewii Portals S'Esponja,Marport,,,Spain,Balearic Islands,,,Escuela de Vela Portals,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-120,Bella Pasta,Anfi Grupo,,,Spain,Canary Islands,,,Plaza Anfi,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-121,Bellamar Aptos,Bellamar,,,Spain,Balearic Islands,Mallorca,Pollença,"Passeig de Londres, 56, 07470 Pollença, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-122,Benalma Hotel Costa del Sol,Benalma Hotel Costa del Sol,,,Spain,Andalucía,,"Benalmádena, Málaga","Carretera Nacional 340, km 217",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-123,Benalmadena Príncipe,Pierre et Vacances,,,Spain,Andalucía,,Benalmadena,"Calle los Girasoles, 8 ",0,0,,,,,,,NO,NO,NO,NO,,,Activo
